id,name,type,prop1,prop1_val,prop2,prop2_val,element,elem_val,contribute,sellprice,equippos,level,BuyingPrice,SellingPrice,ItemDescription,unk1,unk2,unk3,unk4,unk5,unk6,unk9,unk10,unk11,unk12,unk13,unk14,unk15,unk16
31088,เสบียงหมื่นหู,22,0,0,0,0,0,-100,0,0,0,0,0,0,เสบียงฉุกเฉินที่จูจื้อจะคุมไปให้ซุนเจียน,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31089,เกราะซุนเจียน,22,0,0,0,0,0,-100,0,0,0,0,0,0,หมวกเกราะคาดแดงที่ซุนเจียนใช้เฉพาะ,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31090,รองเท้าเล่าปี่,22,0,0,0,0,0,-100,0,0,0,0,0,0,รองเท้าหญ้าทนทานที่เล่าปี่ถักทอกับมือ,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31091,โคลงโจโฉ,22,0,0,0,0,0,-100,0,0,0,0,0,0,โจโฉบรรยายความรู้สึกที่ประชาชนล้มตาย,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31092,สารจ้าวว่านฮู่,22,0,0,0,0,0,-100,0,0,0,0,0,0,หนังสือยืนยันการแต่งตั้งเป็นจ้าวว่านฮู่,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31093,บัตรร้านเงิน,22,0,0,0,0,0,-100,0,0,0,0,0,0,สิ่งที่สามารถเพิ่มที่ว่างในร้านแลกเงิน,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31094,บัตรม้าคุนหลุน,22,0,0,0,0,0,-100,0,0,0,0,0,0,สำหรับแลกม้าเทพคุนหลุนธาตุดิน,0,0,0,0,12,0,0,0,16000,0,0,0,0,0
31095,บัตรม้าคุนหลุน,22,0,0,0,0,0,-100,0,0,0,0,0,0,สำหรับแลกม้าเทพคุนหลุนธาตุไฟ,0,0,0,0,12,0,0,0,16000,0,0,0,0,0
31096,บัตรม้าคุนหลุน,22,0,0,0,0,0,-100,0,0,0,0,0,0,สำหรับแลกม้าเทพคุนหลุนธาตุลม,0,0,0,0,12,0,0,0,16000,0,0,0,0,0
31097,เงินคริสมาสต์,22,0,0,0,0,0,-100,0,0,0,0,0,0,สำหรับใช้แลกรางวัลในเทศกาลคริสมาสต์,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31098,ถุงเท้าแดง,22,0,0,0,0,0,-100,0,0,0,0,0,0,ถุงเท้ายาวมอบให้ซานตาคลอสเพื่อใส่ของขวัญ,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31099,มิสเซิลโทR,22,0,0,0,0,0,-100,0,0,0,0,0,0,มิสเซิลโทสีแดง,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31100,มิสเซิลโทY,22,0,0,0,0,0,-100,0,0,0,0,0,0,มิสเซิลโทสีเหลือง,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31101,มิสเซิลโทB,22,0,0,0,0,0,-100,0,0,0,0,0,0,มิสเซิลโทสีน้ำเงิน,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31102,มิสเซิลโทW,22,0,0,0,0,0,-100,0,0,0,0,0,0,มิสเซิลโทสีขาว,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31103,โคมอวยพร,22,0,0,0,0,0,-100,0,0,0,0,0,0,โคมมงคลสำหรับยามค่ำคืนเทศกาลหยวนเซียว,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31104,โคมเฉลิมฉลอง,22,0,0,0,0,0,-100,0,0,0,0,0,0,โคมสุขสันต์สำหรับเทศกาลหยวนเซียว,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31105,อักษรจอ,22,0,0,0,0,0,-100,0,0,0,0,0,0,กลอนคู่มงคลที่มีคำว่าจอ,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31106,อักษรมา,22,0,0,0,0,0,-100,0,0,0,0,0,0,กลอนคู่มงคลที่มีคำว่ามา,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31107,อักษรรวย,22,0,0,0,0,0,-100,0,0,0,0,0,0,กลอนคู่มงคลที่มีคำว่ารวย,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31108,อักษรเจริญ,22,0,0,0,0,0,-100,0,0,0,0,0,0,กลอนคู่มงคลที่มีคำว่าเจริญ,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31109,อักษรปี,22,0,0,0,0,0,-100,0,0,0,0,0,0,กลอนคู่มงคลที่มีคำว่าปี,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31110,อักษรใหม่,22,0,0,0,0,0,-100,0,0,0,0,0,0,กลอนคู่มงคลที่มีคำว่าใหม่,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31111,อักษรวาสนา,22,0,0,0,0,0,-100,0,0,0,0,0,0,กลอนคู่มงคลที่มีคำว่าวาสนา,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31112,อักษรประทาน,22,0,0,0,0,0,-100,0,0,0,0,0,0,กลอนคู่มงคลที่มีคำว่าประทาน,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31113,ปราบโจวถัว,22,0,0,0,0,0,-100,0,0,0,0,0,0,บันทึกการต่อสู้ที่ผู้เล่นเอาชนะโจวถัว,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31114,ปราบหวางเฉิง,22,0,0,0,0,0,-100,0,0,0,0,0,0,บันทึกผลการต่อสู้ที่ผู้เล่นชนะหวางเฉิง,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31115,แส้อุยกาย,22,0,0,0,0,0,-100,0,0,0,0,0,0,แส้เหล็กประจำกายที่อุยกายชอบใช้,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31116,หอกงูเฉิงผู่,22,0,0,0,0,0,-100,0,0,0,0,0,0,หอกงูแหลมคมที่เฉิงผู่ชอบใช้,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31117,ขลุ่ยจิวยี่,22,0,0,0,0,0,-100,0,0,0,0,0,0,ขลุ่ยขวางงดงามที่จิวยี่นำติดตัว,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31118,สมบัติลอยน้ำ,22,0,0,0,0,0,-100,0,0,0,0,0,0,สมบัติที่ลอยอยู่ในน้ำ,0,0,0,0,63,0,0,0,0,0,0,0,0,0
31119,กลาสีลอยน้ำ,22,0,0,0,0,0,-100,0,0,0,0,0,0,กลาสีที่ลอยอยู่ในน้ำ,0,0,0,0,63,0,0,0,0,0,0,0,0,0
31120,วัสดุลอยน้ำ,22,0,0,0,0,0,-100,0,0,0,0,0,0,วัสดุที่ลอยผลุบโผล่อยู่ในน้ำ,0,0,0,0,63,0,0,0,0,0,0,0,0,0
31121,ค้อนรถใหญ่,22,0,0,0,0,0,-100,0,0,0,0,0,0,ค้อนเหล็กสำหรับสร้างรถใหญ่ตีเมือง,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31122,ล้อยักษ์,22,0,0,0,0,0,-100,0,0,0,0,0,0,ล้อรถสำหรับสร้างรถใหญ่ตีเมือง,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31123,โซ่เหล็กกล้า,22,0,0,0,0,0,-100,0,0,0,0,0,0,โซ่เหล็กสำหรับสร้างรถใหญ่ตีเมือง,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31124,เหล็กกล้าลาย,22,0,0,0,0,0,-100,0,0,0,0,0,0,เหล็กกล้าสำหรับสร้างดาบวิเศษง่อก๊กโบราณ,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31125,กระดูกเสือ,22,0,0,0,0,0,-100,0,0,0,0,0,0,โครงกระดูกสำหรับสร้างดาบวิเศษง่อก๊กโบราณ,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31126,หินนิคเกิล,22,0,0,0,0,0,-100,0,0,0,0,0,0,หินนิคเกิลสำหรับสร้างดาบวิเศษง่อก๊กโบราณ,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31127,บัตรจิ้งจอก9,22,0,0,0,0,0,-100,0,0,0,0,0,0,แลกจิ้งจอก9หางอันลึกลับ,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31128,บัตรม้าเจียงตง,22,0,0,0,0,0,-100,0,0,0,0,0,0,แลกม้าเจียงตง,0,0,0,1,12,0,0,0,0,0,0,0,0,0
31129,บัตรม้าวิหกดำ,22,0,0,0,0,0,-100,0,0,0,0,0,0,แลกม้าวิหกดำ,0,0,0,1,12,0,0,0,0,0,0,0,0,0
31130,บัตรม้าวิหกดำ,22,0,0,0,0,0,-100,0,0,0,0,0,0,แลกม้าวิหกดำ,0,0,0,1,12,0,0,0,0,0,0,0,0,0
31131,บัตรม้าไร้เงา,22,0,0,0,0,0,-100,0,0,0,0,0,0,แลกโจโฉม้าไร้เงาม้ารักของโจโฉ,0,0,0,1,12,0,0,0,0,0,0,0,0,0
31132,บัตรจงหยวน,22,0,0,0,0,0,-100,0,0,0,0,0,0,แลกม้าจงหยวน,0,0,0,1,12,0,0,0,0,0,0,0,0,0
31133,บัตรม้าตี๋หลู,22,0,0,0,0,0,-100,0,0,0,0,0,0,แลกม้าตี๋หลูม้ารักของเล่าปี่,0,0,0,1,12,0,0,0,0,0,0,0,0,0
31134,บัตรม้าซงหนู,22,0,0,0,0,0,-100,0,0,0,0,0,0,แลกม้าซงหนู,0,0,0,1,12,0,0,0,0,0,0,0,0,0
31135,บัตรเล็บอสนี,22,0,0,0,0,0,-100,0,0,0,0,0,0,แลกม้าเล็บอสนีเหินม้ารักของโจโฉ,0,0,0,1,12,0,0,0,0,0,0,0,0,0
31136,บัตรเซ็กเธาว์,22,0,0,0,0,0,-100,0,0,0,0,0,0,แลกม้าเซ็กเธาว์,0,0,0,1,12,0,0,0,0,0,0,0,0,0
31137,บัตรม้าโลหิต,22,0,0,0,0,0,-100,0,0,0,0,0,0,แลกม้าเหงื่อโลหิต,0,0,0,1,12,0,0,0,0,0,0,0,0,0
31138,บัตรม้าคุนหลุน,22,0,0,0,0,0,-100,0,0,0,0,0,0,แลกม้าเหล็กคุนหลุนม้ารบอันดับหนึ่งแห่งแดนเซียน,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31139,บัตรแลกวัวไม้,22,0,0,0,0,0,-100,0,0,0,0,0,0,สามารถแลกม้ากลอันมหัศจรรย์,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31140,บัตรแลกม้ากล,22,0,0,0,0,0,-100,0,0,0,0,0,0,สามารถแลกวัวไม้อันมหัศจรรย์,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31141,ไม้สักร้อยปี,22,0,0,0,0,0,-100,0,0,0,0,0,0,ไม้สักอายุร้อยปี,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31142,ผ้าใบหนังวัว,22,0,0,0,0,0,-100,0,0,0,0,0,0,ผ้าใบเรือสร้างจากหนังวัว,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31143,ยอดหินหลอมกล้า,22,0,0,0,0,0,-100,0,0,0,0,0,0,สุดยอดหินแร่เหล็กกล้าที่ผ่านการหลอมหล่อเย็นอย่างรวดเร็ว,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31144,หอยเจียงหลิง,22,0,0,0,0,0,-100,0,0,0,0,0,0,เปลือกหอยกาบใหญ่ผลผลิตพิเศษของเมืองเจียงหลิง,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31145,กุ้งสดผอหยาง,22,0,0,0,0,0,-100,0,0,0,0,0,0,กุ้งสดพบได้เฉพาะที่ทะเลสาปผอหยาง,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31146,ปลาหลูฉางเจียง,22,0,0,0,0,0,-100,0,0,0,0,0,0,ปลาหลูยักษ์ที่อาศัยอยู่ใต้แม่น้ำฉางเจียงทั้งปี,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31147,บัตรVIPเวที,22,0,0,0,0,0,-100,0,0,0,0,0,0,บัตรVIPสำหรับเข้าแข่งขันเวทีประลอง,0,0,0,1,15,0,0,0,0,0,0,0,0,0
31148,หินเหล็กดิบ,22,0,0,0,0,0,-100,0,0,0,0,0,1,ก้อนเหล็กที่ยังไม่ผ่านการหลอมละเอียด,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31149,ผ้าทอเจียงหวาย,22,0,0,0,0,0,-100,0,0,0,0,0,1,ผ้าทอที่เหนียวมากผลิตมากในแถบเจียงหวาย,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31150,อานม้าเก่าขาด,22,0,0,0,0,0,-100,0,0,0,0,0,1,อานม้าที่ใช้มานานจำเป็นต้องซ่อมแซมใหม่,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31151,วัสดุไม้สนจีน,22,0,0,0,0,0,-100,0,0,0,0,0,1,วัสดุก่อสร้างไม้สนจีน,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31152,หนังกันน้ำ,22,0,0,0,0,0,-100,0,0,0,0,0,1,หนังควายแช่สีเคลือบพิเศษสามารถกันน้ำได้,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31153,โซ่เหล็กกล้า,22,0,0,0,0,0,-100,0,0,0,0,0,1,โซ่เหล็กกล้าที่ตีซ้ำแล้วซ้ำอีกหลายครั้ง,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31154,ใบคริสมาสต์,22,0,0,0,0,0,-100,0,0,0,0,0,0,ใบผ่านเข้าเผ่าคริสมาสต์ควรเก็บให้ดี,0,0,0,1,15,0,0,0,0,0,0,0,0,0
31155,ใบเขาต้าซิง,22,0,0,0,0,0,-100,0,0,0,0,0,0,ใบรางวัลปราบเฉิงหย่วนนำไปแลกเหรียญตรา,0,0,0,1,31,0,0,0,0,0,0,0,0,0
31156,ใบชนะจวี้ลู่,22,0,0,0,0,0,-100,0,0,0,0,0,0,ใบรางวัลได้เมืองจวี้ลู่นำไปแลกเหรียญตรา,0,0,0,1,31,0,0,0,0,0,0,0,0,0
31157,ใบปราบตั๋งโต๊ะ,22,0,0,0,0,0,-100,0,0,0,0,0,0,ใบรางวัลปราบตั๋งโต๊ะนำไปแลกเหรียญตรา,0,0,0,1,31,0,0,0,0,0,0,0,0,0
31158,ใบชนะผอหยาง,22,0,0,0,0,0,-100,0,0,0,0,0,0,ใบรางวัลทหารน้ำง่อก๊กนำไปแลกเหรียญตรา,0,0,0,1,31,0,0,0,0,0,0,0,0,0
31159,ใบรบดีเด่น,22,0,0,0,0,0,-100,0,0,0,0,0,0,ใบรางวัลผลงานรบดีเด่นนำไปแลกเหรียญตรา,0,0,0,1,31,0,0,0,0,0,0,0,0,0
31160,ใบชนะไร้พ่าย,22,0,0,0,0,0,-100,0,0,0,0,0,0,ใบรางวัลรบชนะทุกครั้งนำไปแลกเหรียญตรา,0,0,0,1,31,0,0,0,0,0,0,0,0,0
31161,ยันต์ยกทัพ,22,0,0,0,0,0,-100,0,0,0,0,0,0,ผู้มียันต์พยัคฆ์รีบไปสนามรบหนุนช่วย,0,0,0,1,31,0,0,0,0,0,0,0,0,0
31162,อักษรหมู,22,0,0,0,0,0,-100,0,0,0,0,0,0,กลอนคู่ศิริมงคลคำว่าหมู,0,0,0,1,31,0,0,0,0,0,0,0,0,0
31163,อักษรเรื่อง,22,0,0,0,0,0,-100,0,0,0,0,0,0,กลอนคู่ศิริมงคลคำว่าเรื่อง,0,0,0,1,31,0,0,0,0,0,0,0,0,0
31164,อักษรรื่น,22,0,0,0,0,0,-100,0,0,0,0,0,0,กลอนคู่ศิริมงคลคำว่ารื่น,0,0,0,1,31,0,0,0,0,0,0,0,0,0
31165,อักษรทอง,22,0,0,0,0,0,-100,0,0,0,0,0,0,กลอนคู่ศิริมงคลคำว่าทอง,0,0,0,1,31,0,0,0,0,0,0,0,0,0
31166,อักษรดวง,22,0,0,0,0,0,-100,0,0,0,0,0,0,กลอนคู่ศิริมงคลคำว่าดวง,0,0,0,1,31,0,0,0,0,0,0,0,0,0
31167,ยาสะกดวิญญาณ,22,0,0,0,0,0,-100,0,0,0,0,0,0,ยาวิเศษสามารถเรียกวิญญาณกลับคืนมาได้,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31168,หนังสือโยกย้าย,22,0,0,0,0,0,-100,0,0,0,0,0,0,ใบรับรองเพื่อให้ผู้เล่นย้ายserverได้,0,0,0,1,31,0,0,0,0,0,0,0,0,0
31169,สร้อย2สาวงาม,22,0,0,0,0,0,-100,0,0,0,0,0,0,เครื่องประดับที่ช่วยให้มีความคิดเป็นหนึ่งเดียวกับสองสาวงามแห่งเจียงตง,0,0,0,1,31,0,0,0,0,0,0,0,0,0
31170,ใบเชิญแข่งเรือ,22,0,0,0,0,0,-100,0,0,0,0,0,0,มีแล้วสามารถเข้าแข่งขันเรือมังกรได้แล้ว,0,0,0,1,31,0,0,0,0,0,0,0,0,0
31171,เหรียญชิงโชคTS,22,0,0,0,0,0,-100,0,0,0,0,400000,0,เหรียญสีทองเอามาเล่นวงล้อแห่งโชคได้,0,0,0,0,28,0,0,0,0,0,0,0,0,0
31172,แลกม้าชิงจวี๋,52,0,0,0,0,0,-100,0,0,0,0,0,0,บัตรแลกม้าชิงจวี๋ได้,0,0,0,1,12,0,18036,0,0,0,0,0,0,0
31173,แลกม้าอิวโจว,52,0,0,0,0,0,-100,0,0,0,0,0,0,บัตรแลกม้าอิวโจวได้,0,0,0,1,12,0,18037,0,0,0,0,0,0,0
31174,แลกม้าญี่ปุ่น,52,0,0,0,0,0,-100,0,0,0,0,0,0,บัตรแลกม้าศึกญี่ปุ่นได้,0,0,0,1,12,0,18038,0,0,0,0,0,0,0
31175,แลกม้าซีหนิง,52,0,0,0,0,0,-100,0,0,0,0,0,0,บัตรแลกม้าซีหนิงได้,0,0,0,1,12,0,18039,0,0,0,0,0,0,0
31176,แลกม้าดาวตก,52,0,0,0,0,0,-100,0,0,0,0,0,0,บัตรแลกม้าพันธุ์ดีนามม้าดาวตกได้,0,0,0,1,12,0,18040,0,0,0,0,0,0,0
31177,แลกม้าย่ำหิมะ,52,0,0,0,0,0,-100,0,0,0,0,0,0,บัตรแลกม้าพันธุ์ดีนามม้าเหยียบหิมะได้,0,0,0,1,12,0,18041,0,0,0,0,0,0,0
31178,แลกม้ากระสาขาว,52,0,0,0,0,0,-100,0,0,0,0,0,0,บัตรแลกม้ากระสาขาวม้าแสนรักของโจหองได้,0,0,0,1,12,0,18042,0,0,0,0,0,0,0
31179,แลกม้าจื่อซิง,52,0,0,0,0,0,-100,0,0,0,0,0,0,บัตรแลกม้าจื่อซิงม้าพันธุ์ดีของต้าหว่าน,0,0,0,1,12,0,18043,0,0,0,0,0,0,0
31180,แลกม้าเฟยหง,52,0,0,0,0,0,-100,0,0,0,0,0,0,บัตรแลกม้าเฟยหงได้,0,0,0,1,12,0,18044,0,0,0,0,0,0,0
31181,แลกม้าสิงโตหยก,52,0,0,0,0,0,-100,0,0,0,0,0,0,บัตรแลกม้าสิงโตหยกที่วิ่งได้วันละพันลี้,0,0,0,1,12,0,18045,0,0,0,0,0,0,0
31182,ตราตระกูลเบ้ง,22,0,0,0,0,0,-100,0,0,0,0,0,0,จะได้รับความช่วยเหลือจากเผ่าของเบ้งเฮก,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31183,ตราตระกูลจู้,22,0,0,0,0,0,-100,0,0,0,0,0,0,จะได้รับความช่วยเหลือจากเผ่าของจู้หยง,0,0,0,0,15,0,0,0,0,0,0,0,0,0
31184,แลกม้าหลุนดิน,22,0,0,0,0,0,-100,0,0,0,0,0,0,บัตรแลกม้าคุนหลุนสายดินม้าศึกแห่งเซียน,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31185,แลกม้าหลุนไฟ,22,0,0,0,0,0,-100,0,0,0,0,0,0,บัตรแลกม้าคุนหลุนสายไฟม้าศึกแห่งเซียน,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31186,แลกม้าหลุนลม,22,0,0,0,0,0,-100,0,0,0,0,0,0,บัตรแลกม้าคุนหลุนสายลมม้าศึกแห่งเซียน,0,0,0,0,12,0,0,0,0,0,0,0,0,0
32012,เงินจำลอง,23,0,0,0,0,0,-100,1,1,0,0,0,1,สิ่งของใช้แทนเงินตราในเน็ตคาเฟ่,0,0,0,0,30,0,0,0,0,0,0,0,0,0
32013,จอกสุราน้อย,23,0,0,0,0,0,-100,8,1,0,0,0,1,จอกสุราที่พบเห็นได้ทั่วไป,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32014,จอกสุราดิน,23,0,0,0,0,0,-100,8,2,0,0,0,2,จอกสุราที่สร้างจากดินปั้นเขียวมีราคาถูก,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32015,หม้อดินน้อย,23,0,0,0,0,0,-100,8,1,0,0,0,1,หม้อดินทั่วไป,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32016,หม้อดิน,23,0,0,0,0,0,-100,8,2,0,0,0,2,หม้อที่เหมาะสำหรับปรุงอาหารจำพวกหม้อไฟในฤดูหนาว,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32017,กระดูกคนโบราณ,23,0,0,0,0,0,-100,12,1,0,0,0,1,โครงกระดูกของมนุษย์สมัยโบราณที่ถูกขุดขึ้นมา,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32018,ถังน้ำ,23,0,0,0,0,0,-100,3,1,0,0,0,1,ถังบรรจุน้ำ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32029,ซึ้งไม้ไผ่,23,0,0,0,0,0,-100,21,1,0,0,0,1,ซึ้งนึ่งอาหารทำจากไม้ไผ่พบได้ตามครัวเรือน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32033,ผาล,23,0,0,0,0,0,-100,3,1,0,0,0,1,อุปกรณ์ชนิดหนึ่งจำเป็นต่อการเกษตรใช้ในการไถพรวนดิน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32034,ทอง100ตำลึง,23,0,0,0,0,0,-100,13,1,0,0,0,10000,ทองแท่งบริสุทธิ์หนัก100ตำลึง,0,0,0,0,12,0,0,0,0,0,0,0,0,0
32035,ทอง200ตำลึง,23,0,0,0,0,0,-100,13,2,0,0,0,20000,ทองแท่งบริสุทธิ์หนัก200ตำลึง,0,0,0,0,12,0,0,0,0,0,0,0,0,0
32036,ทอง300ตำลึง,23,0,0,0,0,0,-100,13,3,0,0,0,30000,ทองแท่งบริสุทธิ์หนัก300ตำลึง,0,0,0,0,12,0,0,0,0,0,0,0,0,0
32037,ทองคำหมื่นชั่ง,23,0,0,0,0,0,-100,13,3,0,0,0,1000000,แท่งทองคำบริสุทธิ์ที่มีมูลค่าหนึ่งล้านตำลึง,0,0,0,0,12,0,0,0,0,0,0,0,0,0
33001,ดินปั้นแดง,24,0,0,0,0,0,-100,8,1,0,0,0,1,ดินปั้นสีแดงสด,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33002,ดินปั้นแข็ง,24,0,0,0,0,0,-100,8,2,0,0,0,2,ดินปั้นแข็ง,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33003,ดินปั้นดำ,24,0,0,0,0,0,-100,8,3,0,0,0,3,ดินปั้นสีดำ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33004,ดินปั้นเขียว,24,0,0,0,0,0,-100,8,4,0,0,0,4,ดินปั้นที่มีสีเขียวขมฟ้า,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33005,ดินปั้นทราย,24,0,0,0,0,0,-100,8,5,0,0,0,5,ดินคุณสมบัติเหนียวที่มาจากนอกด่าน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33006,ดินดำ,24,0,0,0,0,0,-100,8,6,0,0,0,6,ดินปั้นอย่างดีที่ตกทอดมานานหลายปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007,ดินปั้นละเอียด,24,0,0,0,0,0,-100,8,7,0,0,0,7,ดินปั้นที่คุณภาพละเอียดอ่อน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33008,ดินปั้นหลูเจีย,24,0,0,0,0,0,-100,8,8,0,0,0,8,ดินปั้นซึ่งมีแหล่งที่มาจากหลูเจียง,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33009,ดินปั้นจิงฉู่,24,0,0,0,0,0,-100,8,9,0,0,0,9,ดินปั้นซึ่งมีแหล่งที่มาจากจิงโจว,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33010,ดินปั้นสี,24,0,0,0,0,0,-100,8,10,0,0,0,10,ดินปั้นคุณภาพดีเยี่ยมใช้ผลิตภาชนะสำหรับเชื้อพระวงศ์,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33011,ดินปั้นเหนียว,24,0,0,0,0,0,-100,8,1,0,0,0,1,ดินปั้นคุณภาพเหนียวเกาะตัวกันได้ดี,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33012,ดินปั้นผสม,24,0,0,0,0,0,-100,8,2,0,0,0,2,ดินปั้นทั่วไปมีดินหลายแบบผสมกัน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33013,ดินปั้นหยาบ,24,0,0,0,0,0,-100,8,3,0,0,0,3,ดินปั้นที่ผ่านการผสมขั้นแรกแต่ยังไม่เสร็จ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33014,ดินปั้นฝ้าย,24,0,0,0,0,0,-100,8,4,0,0,0,4,ดินปั้นที่อ่อนนุ่มมากกว่าดินปั้นอื่นๆ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33015,ดินปั้นสี,24,0,0,0,0,0,-100,8,5,0,0,0,5,ดินชนิดหนึ่งใช้ผลิตเครื่องปั้นดินเผาแบบมีสี,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33016,ดินปั้นลั่ว,24,0,0,0,0,0,-100,8,6,0,0,0,6,ดินปั้นซึ่งมีที่มาจากละแวกลั่วหยาง,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33017,ดินปั้นกว้าง,24,0,0,0,0,0,-100,8,7,0,0,0,7,ดินชนิดหนึ่งที่รูอากาศค่อนข้างใหญ่กว่าดินปั้นอื่นๆ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33018,ดินปั้นร่วน,24,0,0,0,0,0,-100,8,8,0,0,0,8,ดินปั้นคุณภาพร่วน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33019,ดินปั้นหลางหยา,24,0,0,0,0,0,-100,8,9,0,0,0,9,ดินปั้นชั้นสูงซึ่งมีแหล่งที่มาจากหลางหยา,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33020,ดินปั้นจ้าว,24,0,0,0,0,0,-100,8,10,0,0,0,10,ดินปั้นที่ใช้ทำภาชนะสำหรับเชื้อพระวงศ์,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33021,กาน้ำชาดิน,24,0,0,0,0,0,-100,8,1,0,0,0,1,เครื่องปั้นดินเผาทำจากดินปั้นราคาถูก,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33022,กาน้ำชาดินดำ,24,0,0,0,0,0,-100,8,2,0,0,0,2,กาน้ำชาธรรมดาทำจากดินปั้นดำ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33023,กาน้ำชาเซรามิค,24,0,0,0,0,0,-100,8,1,0,0,0,1,กาน้ำชาเซรามิคทำมือ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33024,กาน้ำชาสี,24,0,0,0,0,0,-100,8,2,0,0,0,2,กาน้ำชาสีสรรงดงามมีลวดลาย,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025,ดินปั้นอ่าง,24,0,0,0,0,0,-100,8,3,0,0,0,3,อ่างใหญ่ปั้นด้วยดินปั้นใช้งานได้หลายอย่าง,0,0,0,0,0,0,0,0,0,0,0,0,0,0
