id,name,type,image1,image2,color1,color2,color3,color4,notPet,unk5,unk6,lvl,hpmax,spmax,hpx,spx,int,atk,def,agi,doanhtrai,exp_bonus,element,skill1,skill2,skill3,drop1,drop2,drop3,drop4,drop5,drop6,unk1,skill4,reborn,unk2,unk3
17031,ทหารกล้าหมีดำ,8,1147,1001,111444333,111484222,444444444,444444444,0,0,0,109,847,368,44,26,5,67,45,25,0,0,1,10006,0,0,26106,26107,26202,34031,0,0,0,0,0,0,0
17032,ทหารเขี้ยวสุกร,8,1147,1001,108444555,107467425,444444404,444444444,0,0,0,110,855,371,44,26,5,65,50,28,0,0,2,11005,0,0,26202,26205,26188,41027,36018,0,0,0,0,0,0
17033,ขุนพลเฝ้าเมือง,8,1247,1001,622444444,269456553,256444456,444444444,0,15,2,146,1448,593,58,35,13,83,55,45,0,0,2,11005,0,0,26072,26073,26107,34028,0,0,0,0,0,0,0
17034,ขุนทหารเสือดาว,8,1130,1001,661444444,551636650,525535636,444444444,0,5,4,23,118,112,9,5,3,11,7,11,0,0,2,11001,0,0,26035,40025,40025,0,0,0,0,0,0,0,0
17035,ทหารหาญเสือดาว,8,1018,1001,533444444,661611511,533444522,444444444,0,5,4,132,1170,537,53,31,11,70,51,44,0,0,3,12006,0,0,26239,26242,26254,40035,0,0,0,0,0,0,0
17036,ทหารศึกเสือ,8,1231,1001,444444444,161444161,660060141,444444444,0,5,5,133,1179,540,53,32,10,70,54,42,0,0,4,13010,0,0,26254,26255,26239,37970,0,0,0,0,0,0,0
17037,องครักษ์เสือ,8,1130,1001,551444444,252356241,235353145,444444444,0,5,5,36,169,141,12,7,6,18,17,12,0,0,4,13004,0,0,26042,26064,26056,0,0,0,0,0,0,0,0
17038,หัวหน้าทหารเสื,8,1130,1001,151444444,551464650,141551363,444444444,0,5,5,23,118,107,9,4,4,11,11,7,0,0,1,10002,0,0,26166,26042,26166,0,0,0,0,0,0,0,0
17039,กองนางแอ่นเหิน,8,1245,1001,444444555,555550640,550750550,444444444,0,20,2,137,1217,558,55,33,15,76,45,48,0,0,1,10006,0,0,26253,26256,26253,38009,0,0,0,0,0,0,0
17040,ผู้นำองครักษ์,8,1244,1001,444444433,444444533,522551622,444444444,0,20,3,139,1236,565,56,33,12,76,46,50,0,0,3,12009,0,0,26239,26242,26242,37973,0,0,0,0,0,0,0
17041,องครักษ์หมี,8,1009,1001,444444444,444146246,146444245,444444444,0,5,6,41,205,165,16,10,12,14,18,12,0,0,2,11003,0,0,26003,26036,26043,0,0,0,0,0,0,0,0
17042,หัวหน้าทหารหมี,8,1009,1001,444444444,140146151,262444245,444444444,0,5,6,24,122,117,10,6,3,9,13,8,0,0,4,13001,0,0,26158,40002,40012,0,0,0,0,0,0,0,0
17043,ขุนอาคันตุกะ,8,1246,1001,444444444,770361822,350340450,444444444,0,20,6,143,1417,580,57,34,10,83,54,45,0,0,4,13009,0,0,26140,26144,26140,37975,0,0,0,0,0,0,0
17044,ขุนพลปู้ชวี,8,1141,1001,660444333,444455999,136047126,444444444,0,20,4,144,1427,584,58,34,8,86,52,46,0,0,2,11005,0,0,26204,26206,26204,35019,0,0,0,0,0,0,0
17045,ขุนพลเป่ยจวิน,8,1083,1001,622444434,650333555,660444660,444444444,0,2,4,148,1469,601,59,35,11,87,53,45,0,0,1,10006,0,0,26205,26208,26205,35020,0,0,0,0,0,0,0
17046,ทหารศึกชั้นยอด,8,1018,1001,611444334,551262550,551444262,444444444,0,5,2,9,55,75,4,1,2,4,5,2,0,0,1,10001,0,0,26041,26157,26098,0,0,0,0,0,0,0,0
17047,ทหารศึกจี้โจว,8,1009,1001,444444544,751742550,551444642,444444444,0,5,4,11,64,82,4,2,1,6,2,7,0,0,1,10001,0,0,27017,27034,27022,0,0,0,0,0,0,0,0
17048,ขุนพลเพียนผี,8,1077,1001,644444555,551661444,722550611,444444444,0,8,1,148,1469,600,59,35,9,85,55,47,0,0,3,12006,0,0,26142,26141,26142,41030,0,0,0,0,0,0,0
17049,ทหารยอดศึก,8,1130,1001,149444544,511246511,345533246,444444444,0,5,6,33,155,136,11,7,5,19,12,12,0,0,3,12002,0,0,26035,27006,26065,0,0,0,0,0,0,0,0
17050,ทหารยอดกล้า,8,1009,1001,444444444,744161555,141444151,444444444,0,5,1,42,222,160,19,9,18,16,12,10,0,0,4,13004,0,0,27030,26056,26083,0,0,0,0,0,0,0,0
17051,ทหารศึกกล้า,8,1018,1001,611444443,550516540,550444515,444444444,0,5,3,12,76,79,7,1,2,6,4,4,0,0,1,10002,0,0,26098,26157,27054,0,0,0,0,0,0,0,0
17052,ทหารศึกห้าว,8,1018,1001,611444444,149642145,246444642,444444444,0,5,2,14,82,86,7,2,2,8,5,5,0,0,2,11001,0,0,27029,27029,42001,0,0,0,0,0,0,0,0
17053,ทหารศึกดาบกล้า,8,1130,1001,640444444,640611640,542630611,444444444,0,5,1,42,206,160,16,9,14,18,16,11,0,0,3,12006,0,0,26004,26004,26158,0,42006,0,0,0,0,0,0
17054,ทหารหมวกเหล็ก,8,1142,1001,444444333,444444540,154666054,444444444,0,20,1,90,692,371,36,21,5,41,39,35,0,0,4,13006,0,0,27071,27078,27071,33009,0,0,0,0,0,0,0
17055,นายกองเหล็ก,8,1009,1001,444444444,860444222,760444444,444444444,0,5,6,43,216,162,17,9,8,17,28,7,0,0,1,10003,0,0,26035,26004,26086,0,0,0,0,0,0,0,0
17056,ชาวบ้านกล้าหาญ,8,1018,1001,444444444,642652642,666444642,444444444,0,5,4,44,221,171,18,10,4,28,10,18,0,0,3,12006,0,0,27056,27036,27061,39006,0,0,0,0,0,0,0
17057,ทหารศึกทองแดง,8,1246,1001,444444444,740444740,740541740,444444444,0,20,2,55,332,204,32,13,11,16,28,10,0,0,3,12005,0,0,26042,26166,26098,0,0,0,0,0,0,0,0
17058,ทหารหมาไน,8,1244,1001,444444544,444444622,222222444,444444444,0,20,4,91,700,375,36,21,5,44,35,36,0,0,1,10008,0,0,27078,27071,27078,0,0,0,0,0,0,0,0
17059,ทหารศึกเหล็ก,8,1140,1001,544444554,444457811,457522457,444444444,0,20,1,52,321,187,27,11,14,17,33,8,0,0,2,11005,0,0,0,27041,27036,40005,0,0,0,0,0,0,0
17060,ทหารศึกพลังลม,8,1009,1001,444444332,744772555,363444661,444444444,0,5,5,35,176,147,14,9,8,15,13,11,0,0,4,13004,0,0,26158,27004,26066,0,0,0,0,0,0,0,0
17061,ทหารเกราะห้าว,8,1139,1001,444444444,444444111,761554444,444444444,0,20,1,35,176,146,14,8,2,14,20,12,0,0,1,10003,0,0,26119,26117,26112,33004,0,0,0,0,0,0,0
17062,ทหารเกราะคลั่ง,8,1140,1001,642444333,444642840,741554642,444444444,0,20,2,36,169,131,12,5,2,17,15,20,0,0,3,12002,0,0,26101,27003,32003,0,0,0,0,0,0,0,0
17063,ทหารเกราะเพลิง,8,1142,1001,444444554,444444444,522666511,444444444,0,20,5,28,150,119,13,5,6,12,10,8,0,0,3,12002,0,0,27061,27065,27055,25031,0,0,0,0,0,0,0
17064,ทหารยอดอาจ,8,1140,1001,533444544,444622444,623522444,444444444,0,20,2,95,732,390,38,22,5,45,39,39,0,0,3,12009,0,0,27072,27072,27072,40010,0,0,0,0,0,0,0
17065,ทหารเรือรบ,8,1141,1001,533444444,444353353,353444363,444444444,0,20,4,62,411,191,31,9,8,21,31,24,0,0,4,13006,0,0,26132,26088,26123,43024,0,0,0,0,0,0,0
17066,ดาบซีเหลียง,8,1342,1001,541444333,930444123,444444444,444444444,0,6,5,77,510,275,31,19,28,30,26,25,0,0,1,10006,0,0,26158,27004,26066,0,0,0,0,0,0,0,0
17067,ทวนซีเหลียง,8,1341,1001,146444333,970870145,444444145,444444444,0,6,2,78,517,276,31,19,22,38,24,26,0,0,2,11005,0,0,26158,27004,26066,0,0,0,0,0,0,0,0
17068,ยามซีเหลียง,8,1342,1001,100444555,830444641,444444444,444444444,0,6,6,79,524,279,32,20,23,30,25,34,0,0,3,12006,0,0,26158,27004,26066,0,0,0,0,0,0,0,0
17069,จอมศึกซีเหลียง,8,1341,1001,350444555,457457351,444444460,444444444,0,6,8,80,571,282,32,20,20,34,29,35,0,0,4,13004,0,0,26158,27004,26066,0,0,0,0,0,0,0,0
17070,ทหารดาบอูหวน,8,1241,1001,744444565,522444444,222822444,444444444,0,1,1,24,132,117,10,6,3,11,11,8,0,0,3,12002,0,0,26041,26040,26053,0,39004,0,0,0,0,0,0
17071,ทหารกล้าอูหวน,8,1011,1001,444555555,988050444,444444050,444444444,0,6,6,25,137,119,10,6,2,12,10,10,0,0,4,13001,0,0,26050,26040,26168,0,40003,0,0,0,0,0,0
17072,ทหารปีกเขียว,8,1245,1001,444444455,256256640,256641256,444444444,0,20,6,98,757,401,39,23,3,46,36,47,0,0,2,11005,0,0,27079,27079,27079,0,0,0,0,0,0,0,0
17073,นักรบอูหวน,8,1011,1001,444555555,988444444,444444444,444444444,0,6,5,26,142,122,10,6,4,12,10,9,0,0,4,13001,0,0,26040,26045,26050,0,39004,0,0,0,0,0,0
17074,ทหารเรือใหญ่,8,1142,1001,444444445,444444222,550661550,444444444,0,20,3,63,408,210,28,12,10,21,24,29,0,0,1,10003,0,0,26129,32004,26121,25006,0,0,0,0,0,0,0
17075,ทหารเกราะดำ,8,1142,1001,444444555,444444111,222666444,444444444,0,20,6,68,429,183,28,6,5,37,26,33,0,0,1,10006,0,0,26125,26124,26121,43009,0,0,0,0,0,0,0
17076,ทหารทะลวง,8,1139,1001,444444444,444346256,457551246,444444444,0,20,1,62,386,224,25,15,8,30,21,24,0,0,2,11005,0,0,26123,26102,32032,34006,0,0,0,0,0,0,0
17077,ทหารเกราะแดง,8,1140,1001,533444554,444444633,522551522,444444444,0,20,2,69,431,213,28,11,7,26,29,35,0,0,3,12005,0,0,27042,27062,32021,35007,0,0,0,0,0,0,0
17078,มือดาบป่า,8,1007,1001,464242644,474444444,444444246,444444444,0,1,1,24,120,113,9,5,4,11,9,10,0,0,4,13001,0,0,27004,27004,27035,0,0,0,0,0,0,0,0
17079,ผู้พิทักษ์ป่า,8,1011,1001,444651544,741156444,444444466,444444444,0,6,6,25,132,106,11,3,3,12,13,8,0,0,1,10003,0,0,27004,27004,27035,0,0,0,0,0,0,0,0
17080,ทหารหาญม่วง,8,1141,1001,533444555,444435526,424662444,444444444,0,20,5,38,199,144,17,7,5,18,14,15,0,0,2,11003,0,0,26049,27018,26004,0,0,0,0,0,0,0,0
17081,ทหารหาญดำ,8,1141,1001,522444554,444333444,332522444,444444444,0,20,6,38,209,134,19,5,5,19,15,13,0,0,1,10003,0,0,26050,26042,26047,33015,0,0,0,0,0,0,0
17082,ทหารหาญน้ำเงิน,8,1140,1001,533444444,444246246,457551246,444444444,0,20,4,47,247,168,21,9,7,21,19,17,0,0,2,11005,0,0,26126,26101,26119,41006,0,0,0,0,0,0,0
17083,ทหารหาญเขียว,8,1139,1001,444444434,262444252,353551252,444444444,0,20,2,35,190,130,17,5,6,16,15,11,0,0,4,13004,0,0,27031,27023,27030,25048,0,0,0,0,0,0,0
17084,ทหารวังหลวง,8,1140,1001,642444445,444256951,146147146,444444444,0,20,6,73,483,301,29,25,7,34,31,25,0,0,2,11005,0,0,27049,27049,27076,39019,0,0,0,0,0,0,0
17085,ซินแสฮวงจุ้ย,8,1100,1001,444777444,458444264,444444444,444444444,0,14,0,21,85,139,3,12,13,3,3,8,0,0,2,11003,0,0,27018,27018,26053,0,0,0,0,0,0,0,0
17086,นักรบเซียนอู่,8,1018,1001,444444434,335333331,333444444,444444444,0,5,2,65,395,224,26,14,12,32,26,25,0,0,1,10006,0,0,27020,26168,26067,0,0,0,0,0,0,0,0
17087,นักรบเจี้ยนอู่,8,1018,1001,623444454,148247133,135444246,444444444,0,5,9,65,395,218,26,13,10,24,32,30,0,0,2,11003,0,0,26168,26067,27020,41006,0,0,0,0,0,0,0
17088,นักรบเย่าอู่,8,1018,1001,771444444,411511511,511444411,444444444,0,5,2,51,257,193,20,13,13,24,16,16,0,0,3,12004,0,0,26029,26159,26159,0,0,0,0,0,0,0,0
17089,นักรบเจิ้นอู่,8,1018,1001,611444442,141151141,141444151,444444444,0,5,2,49,246,187,20,12,12,20,17,17,0,0,4,13004,0,0,26086,26089,26086,42004,0,0,0,0,0,0,0
17090,นักรบเวยอู่,8,1130,1001,511444444,661333661,551661444,444444444,0,5,6,51,257,194,20,13,16,20,15,18,0,0,1,10006,0,0,26007,27006,27006,0,0,0,0,0,0,0,0
17091,นักรบสงอู่,8,1130,1001,662444444,208616415,526415444,444444444,0,5,9,53,267,210,21,15,24,16,15,15,0,0,2,11005,0,0,26047,26036,26066,0,0,0,0,0,0,0,0
17092,นักรบเลี่ยอู่,8,1130,1001,661444444,631444631,631631444,444444444,0,5,6,54,296,201,26,13,10,25,16,18,0,0,3,12004,0,0,26004,27037,26066,0,0,0,0,0,0,0,0
17093,นักรบหยางอู่,8,1130,1001,642444444,677616666,666666444,444444444,0,5,6,54,272,201,22,13,10,15,20,28,0,0,4,13004,0,0,27006,27017,26067,0,0,0,0,0,0,0,0
17094,นักรบเฟิ่นอู่,8,1009,1001,444444444,444444467,232444444,444444444,0,5,10,55,332,203,32,13,6,24,21,14,0,0,1,10006,0,0,26067,27006,27017,0,0,0,0,0,0,0,0
17095,นักรบเจิ้นหยวน,8,1009,1001,444444444,751616551,316444616,444444444,0,5,5,55,277,204,22,13,11,16,32,15,0,0,2,11003,0,0,27039,27038,26079,0,34007,0,0,0,0,0,0
17096,นักรบเสินอู่,8,1009,1001,444444444,151511151,511444511,444444444,0,5,5,56,297,206,25,13,8,20,26,20,0,0,3,12006,0,0,27039,27038,26079,0,38005,0,0,0,0,0,0
17097,นักรบจิงอู่,8,1009,1001,444444444,731363642,363444363,444444444,0,5,5,56,313,188,28,10,4,38,24,10,0,0,4,13004,0,0,26008,26156,26158,0,0,0,0,0,0,0,0
17098,นักรบติ้งหย่วน,8,1018,1001,623444444,551642651,651444642,444444444,0,5,2,56,283,207,22,14,11,19,21,25,0,0,1,10006,0,0,26008,26156,26158,0,0,0,0,0,0,0,0
17099,นักรบจิ้งอู่,8,1018,1001,623444444,139881346,346444771,444444444,0,5,2,57,288,200,23,12,7,24,26,22,0,0,2,11005,0,0,26067,26170,26030,0,0,0,0,0,0,0,0
17100,นักรบเทียนอู่,8,1018,1001,623444444,411248511,511444256,444444444,0,5,2,58,281,202,21,12,10,18,35,20,0,0,3,12005,0,0,26067,26170,26030,0,0,0,0,0,0,0,0
17101,นักรบกวงอู่,8,1018,1001,623444444,151623141,252444623,444444444,0,5,10,58,293,196,23,11,24,15,27,16,0,0,4,13004,0,0,26004,26164,26083,33015,0,0,0,0,0,0,0
17102,ทหารเซียนอู่,8,1130,1001,661444442,141151141,141141151,444444444,0,5,1,69,421,248,28,17,20,32,23,23,0,0,4,13006,0,0,26083,26086,40005,0,0,0,0,0,0,0,0
17103,ทหารเจี้ยนอู่,8,1130,1001,661444444,411511511,611511411,444444444,0,5,1,70,462,251,28,17,19,27,34,20,0,0,3,12006,0,0,26086,26083,39018,0,0,0,0,0,0,0,0
17104,ทหารเย่าอู่,8,1130,1001,661444454,148247133,135135246,444444444,0,5,1,68,414,248,27,17,31,18,23,25,0,0,2,11005,0,0,27024,26167,26011,0,0,0,0,0,0,0,0
17105,ทหารเจิ้นอู่,8,1130,1001,661444434,335333331,444344444,444444444,0,5,9,69,421,249,28,17,21,20,23,34,0,0,1,10006,0,0,26167,27024,34005,0,0,0,0,0,0,0,0
17106,ทหารเวยอู่,8,1009,1001,444444434,644444555,677444444,444444444,0,5,3,70,462,252,28,17,21,29,29,21,0,0,4,13006,0,0,27031,26166,42006,0,0,0,0,0,0,0,0
17107,ทหารเลี่ยอู่,8,1009,1001,444444444,621444631,631631444,444444444,0,5,3,69,421,253,28,18,35,13,21,29,0,0,3,12006,0,0,26166,27031,41006,33006,0,0,0,0,0,0,0
17108,ทหารสงอู่,8,1195,1001,415444444,317616566,425444424,444444444,0,5,2,34,226,143,18,8,2,16,11,11,0,0,2,11003,0,0,26120,32020,26117,25016,0,0,0,0,0,0,0
17109,ทหารหยางอู่,8,1195,1001,252444554,252262566,353444353,444444444,0,5,4,35,201,130,12,5,2,16,13,22,0,0,4,13004,0,0,26120,26120,26101,34005,0,0,0,0,0,0,0
17110,ทหารศึกเรือใบ,8,1009,1001,444444454,141444141,165444444,444444444,0,5,6,61,373,221,25,15,7,29,20,23,0,0,4,13006,0,0,27039,32032,27006,37972,0,0,0,0,0,0,0
17111,ทหารศึกเรือไฟ,8,1018,1001,357444455,522468522,633444467,444444444,0,5,5,62,376,223,25,15,6,22,25,29,0,0,3,12005,0,0,26128,26006,26067,35006,0,0,0,0,0,0,0
17112,ทหารศึกเรือรบ,8,1130,1001,661444443,444616551,511444511,444444444,0,5,1,61,390,190,28,9,8,20,26,24,0,0,2,11005,0,0,32007,26124,27038,41028,0,0,0,0,0,0,0
17113,ทหารเหยียนอู่,8,1195,1001,422444555,511146511,145444145,444444444,0,5,3,37,219,148,14,8,9,11,15,15,0,0,3,12004,0,0,26037,26054,26055,25033,0,0,0,0,0,0,0
17114,ทหารติ้งหย่วน,8,1195,1001,246444444,148611246,245444611,444444444,0,5,5,37,228,152,16,9,7,15,15,11,0,0,2,11003,0,0,26038,26027,26055,0,0,0,0,0,0,0,0
17115,ทหารจิ้งอู่,8,1009,1001,444444444,651474551,664444464,444444444,0,5,6,46,285,167,20,9,7,16,19,18,0,0,1,10003,0,0,26125,26167,26120,38005,0,0,0,0,0,0,0
17116,ทหารเทียนอู่,8,1018,1001,363444433,252252556,667444252,444444444,0,5,1,27,169,122,12,6,5,12,9,10,0,0,4,13001,0,0,27034,26111,26035,0,0,0,0,0,0,0,0
17117,ทหารกวงอู่,8,1130,1001,551444444,511611566,511511444,444444444,0,5,2,34,216,138,16,7,5,16,12,11,0,0,3,12002,0,0,27019,27017,27018,0,0,0,0,0,0,0,0
17118,ขุนพลพิษ,8,1003,1001,224444334,451543222,444444333,444444444,0,2,2,64,402,268,28,22,24,16,26,17,0,0,1,10006,0,0,26029,27021,26115,36006,0,0,0,0,0,0,0
17119,ขุนพลเขี้ยว,8,1023,1001,551247455,147880444,444444245,444444444,0,1,1,64,368,217,22,13,14,31,24,29,0,0,2,11005,0,0,26029,27021,27006,0,0,0,0,0,0,0,0
17120,หญิงเขี้ยวโค้ง,8,1001,1001,444652555,561161444,444444541,444444444,0,11,0,65,395,315,26,30,15,18,26,20,0,0,3,12007,0,0,26029,27021,27008,0,0,0,0,0,0,0,0
17121,ขุนพลพันเลือด,8,1066,1001,151343544,243333336,444444030,444444444,0,3,0,65,548,231,53,15,3,22,23,19,0,0,4,13006,0,0,27033,27039,26094,0,0,0,0,0,0,0,0
17122,ทหารศึกซือลี่,8,1139,1001,444444444,246444661,145553246,444444444,0,20,1,85,609,297,34,21,19,30,47,29,0,0,2,11005,0,0,27011,27011,26070,0,0,0,0,0,0,0,0
17123,ทหารเหยี่ยนโจว,8,1018,1001,623444444,661623651,523444623,444444444,0,5,2,76,504,269,30,19,20,40,23,25,0,0,3,12008,0,0,27009,27009,26116,0,0,0,0,0,0,0,0
17124,ทหารศึกกวนจง,8,1130,1001,149444444,139252346,345353252,444444444,0,5,3,76,507,266,31,18,8,41,27,32,0,0,2,11005,0,0,27009,27009,26116,41008,0,0,0,0,0,0,0
17125,ทหารเวยหย่วน,8,1142,1001,444444444,444444444,422060151,444444444,0,20,5,85,670,296,44,21,17,38,32,28,0,0,3,12009,0,0,27011,27011,26070,0,0,0,0,0,0,0,0
17126,ทหารศึกฝูหย่วน,8,1009,1001,444444444,651357551,551444357,444444444,0,5,4,79,524,277,32,19,14,38,24,36,0,0,1,10006,0,0,27011,26030,26030,0,0,0,0,0,0,0,0
17127,นักพรตทารก,8,1177,1001,444363544,151049444,444444151,444444444,0,0,0,71,469,258,28,18,32,15,27,26,0,0,4,13006,0,0,27068,32007,32005,0,0,0,0,0,0,0,0
17128,นักพรตหัวซาน,8,1116,1001,771333444,550661444,444444444,444444444,0,2,1,72,430,261,21,18,34,20,29,26,0,0,1,10006,0,0,27068,32007,32005,42007,0,0,0,0,0,0,0
17129,ขุนพลดาบยาว,8,1140,1001,522444333,444246246,651553246,444444444,0,20,5,79,524,282,32,20,8,42,27,34,0,0,1,10006,0,0,27011,26030,26030,0,0,0,0,0,0,0,0
17130,นักสู้,8,1009,1001,444444664,151771050,551444661,444444444,0,5,1,61,373,224,25,15,17,15,40,15,0,0,1,10006,0,0,27042,27042,27045,0,0,0,0,0,0,0,0
17131,ทหารหอกแกร่ง,8,1018,1001,644444554,309444414,666444444,444444444,0,5,2,63,376,233,24,16,28,14,27,22,0,0,2,11003,0,0,26030,26021,26010,0,0,0,0,0,0,0,0
17132,ทหารจิ้งหย่วน,8,1231,1001,444151444,252444444,252985141,444444444,0,5,2,80,531,278,32,19,9,38,35,26,0,0,4,13006,0,0,26030,27011,27011,0,0,0,0,0,0,0,0
17133,ปู้หลู่,8,1062,1001,444642544,930742444,444444641,444444444,0,6,1,82,586,287,33,20,17,35,33,36,0,0,3,12002,0,0,26094,26094,27010,0,0,0,0,0,0,0,0
17134,จั้งชิง,8,1023,1001,151553554,761373444,444444363,444444444,0,1,1,83,594,290,33,20,18,35,35,35,0,0,1,10006,0,0,26094,26094,27010,42023,0,0,0,0,0,0,0
17135,ทหารดาบสะบั้น,8,1130,1001,444444444,322246311,246444246,444444444,0,5,5,51,359,137,20,2,5,27,26,20,0,0,2,11005,0,0,26125,26160,26123,25018,0,0,0,0,0,0,0
17136,ทหารศึกบู๊,8,1130,1001,149444444,158414245,515535414,444444444,0,5,3,61,370,222,24,15,10,33,24,21,0,0,2,11001,0,0,27042,27042,27045,39018,0,0,0,0,0,0,0
17137,หนูตี้,8,1064,1001,411444555,247456444,147444456,444444444,0,1,5,62,376,225,25,15,12,30,24,23,0,0,2,11005,0,0,26030,26021,26010,34006,0,0,0,0,0,0,0
17138,ทหารเกราะเตียว,8,1009,1001,444444343,751474661,771444474,444444444,0,5,1,52,314,138,21,2,5,28,26,20,0,0,1,10003,0,0,26126,26089,26122,34025,0,0,0,0,0,0,0
17139,ทหารศึกทวนเย็น,8,1018,1001,161444444,161778555,566444666,444444444,0,5,2,67,438,210,32,11,5,34,22,27,0,0,4,13006,0,0,26126,26160,26006,0,0,0,0,0,0,0,0
17140,ทหารศึกทวนเงิน,8,1130,1001,268444445,148616255,526325515,444444444,0,5,2,36,215,151,14,9,6,16,13,13,0,0,2,11003,0,0,26120,26118,26081,33014,0,0,0,0,0,0,0
17141,จู้จวินเซี่ยว,8,1054,1001,623444444,149626245,525444626,444444444,0,15,5,66,456,231,36,15,16,22,24,24,0,0,2,11001,0,0,26158,27004,26066,0,0,0,0,0,0,0,0
17142,ทหารชุดอินทรี,8,1009,1001,444444544,245111135,222444111,444444444,0,5,1,66,394,220,25,13,14,22,25,38,0,0,1,10006,0,0,26158,27004,26066,0,0,0,0,0,0,0,0
17143,ทหารศึกดาบกวาด,8,1018,1001,222444444,111881211,662444444,444444444,0,5,5,35,215,130,15,5,3,20,15,13,0,0,1,10003,0,0,26120,26118,32031,0,0,0,0,0,0,0,0
17144,ทหารศึกง้าวมือ,8,1018,1001,457444455,219457314,315444457,444444444,0,5,4,68,414,242,27,16,7,25,28,32,0,0,2,11005,0,0,32022,27021,26122,43080,0,0,0,0,0,0,0
17145,ฝู่จวินเซี่ยว,8,1003,1001,661444444,540511541,642444422,444444444,0,2,5,37,223,152,15,9,6,17,14,11,0,0,3,12002,0,0,26119,26066,26100,25032,0,0,0,0,0,0,0
17146,ทหารเกราะสิงโต,8,1139,1001,444444333,444444666,666551777,444444444,0,20,1,57,345,156,23,4,5,32,20,23,0,0,4,13006,0,0,27026,27067,26124,0,0,0,0,0,0,0,0
17147,ทหารง้าวตะขอ,8,1130,1001,551444444,640641566,640642640,444444444,0,5,6,56,339,155,22,4,5,31,22,22,0,0,3,12005,0,0,26124,27032,26122,35006,0,0,0,0,0,0,0
17148,ทหารง้าวทะลวง,8,1009,1001,444444333,611611566,522444511,444444444,0,5,6,41,255,154,18,8,6,18,16,16,0,0,3,12004,0,0,26124,26119,26056,0,0,0,0,0,0,0,0
17149,ชันจวินเซี่ยว,8,1140,1001,661444444,252444444,252252252,444444444,0,20,2,42,243,155,15,8,9,18,15,19,0,0,4,13004,0,0,26123,26113,26119,43007,0,0,0,0,0,0,0
17150,ทหารชุดเค้าแมว,8,1009,1001,444444454,611622246,611444246,444444444,0,5,1,76,580,318,30,18,6,39,31,24,0,0,3,12007,0,0,26093,32007,26093,33017,0,0,0,0,0,0,0
17151,ทหารศึกดาบยาว,8,1018,1001,222444443,661444221,761444444,444444444,0,5,5,75,572,314,30,18,5,38,32,25,0,0,1,10007,0,0,32007,26093,32007,0,0,0,0,0,0,0,0
17152,ทหารกระบี่ขวาง,8,1130,1001,577444555,149246566,346346246,444444444,0,5,3,29,175,130,12,7,5,10,11,14,0,0,2,11003,0,0,27087,26166,26162,0,0,0,0,0,0,0,0
17153,ฮู่จวินเซี่ยว,8,1003,1001,551444443,660222550,333444222,444444444,0,2,2,30,191,122,14,5,5,15,11,9,0,0,1,10003,0,0,27008,26042,26075,0,0,0,0,0,0,0,0
17154,กองดาบใหญ่,8,1142,1001,444444444,161444171,140252444,444444444,0,20,1,92,708,314,37,22,6,46,34,38,0,0,4,13004,0,0,26070,26104,26011,0,0,0,0,0,0,0,0
17155,ผู้กล้าตะวัน,8,1139,1001,444444333,444511358,621048622,444444444,0,20,2,93,716,317,37,22,5,46,35,38,0,0,3,12006,0,0,26011,26069,32025,37968,0,0,0,0,0,0,0
17156,ทหารเสือเปรียว,8,1141,1001,622444334,444661822,551661611,444444444,0,20,4,93,716,318,37,22,6,46,33,39,0,0,1,10006,0,0,26070,26104,26011,0,0,0,0,0,0,0,0
17157,ทหารซิวหลอ,8,1077,1001,622444445,455622444,457555457,444444444,0,8,4,94,724,320,38,22,5,47,32,40,0,0,2,11005,0,0,26011,26069,32025,0,0,0,0,0,0,0,0
17158,หนิวสวนจื่อ,8,1114,1001,642555333,472444444,444444246,444444444,0,2,3,69,481,250,38,17,27,17,25,19,0,0,1,10006,0,0,26095,26116,26069,0,0,0,0,0,0,0,0
17159,เว่ยจวินเซี่ยว,8,1003,1001,149444444,247246550,345444246,444444444,0,2,1,36,205,131,12,5,4,21,17,12,0,0,2,11001,0,0,26119,27018,26032,40005,0,0,0,0,0,0,0
17160,หยวนซานจื่อ,8,1116,1001,247777444,146247444,444444444,444444444,0,2,1,70,514,251,37,17,18,18,25,30,0,0,2,11003,0,0,32006,26094,26069,34007,0,0,0,0,0,0,0
17161,เต้าหลิงจื่อ,8,1101,1001,444644333,534244444,444444444,444444444,0,2,3,70,543,253,42,18,26,15,27,17,0,0,3,12005,0,0,26069,32006,26116,0,0,0,0,0,0,0,0
17162,ผู้สันโดษภูเขา,8,1057,1001,444666555,559151444,444444252,444444444,0,3,6,77,510,275,31,19,28,22,34,25,0,0,4,13006,0,0,27009,27009,26116,40008,0,0,0,0,0,0,0
17163,จ้าวค่ายภูเขา,8,1011,1001,444661343,851622444,444444622,444444444,0,6,1,78,582,221,42,10,11,42,31,25,0,0,1,10006,10011,0,27009,27009,26116,0,0,0,0,0,0,0,0
17164,องครักษ์ภูเขา,8,1099,1001,444237444,411444522,533444533,444444444,0,15,5,74,504,244,32,15,11,30,29,36,0,0,3,12006,0,0,27058,26095,26095,0,0,0,0,0,0,0,0
17165,หญิงภูเขา,8,1008,1001,644267444,252989666,444444444,444444444,0,14,1,75,485,270,28,19,32,8,30,38,0,0,4,13006,0,0,27058,43043,43059,0,0,0,0,0,0,0,0
